,0,1,2,3,4,5,6,7,8
0,-0.025002475402,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
1,-0.025002475402,0.0561945108753,0.0424871516314,0.556183199724,1.4367418709,1.44649304814,-0.358333290464,-0.473844518758,-0.409205600226
2,-0.697796358948,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.618596705475,-0.358333290464,-0.770164189643,-0.409205600226
3,0.311394466371,1.29596409242,1.32142242786,-0.757355846432,-0.264927727445,-0.102324267071,-0.358333290464,1.00775383567,-0.409205600226
4,-0.361399417175,-0.873632675284,-0.916714305538,-0.100586323354,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
5,-1.37059024249,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,1.44649304814,-0.358333290464,-0.770164189643,-0.409205600226
6,-1.03419330072,-0.873632675284,-0.596980486482,-0.757355846432,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
7,-1.03419330072,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-1.14498338177,-0.770164189643,1.635095795
8,-0.361399417175,-0.563690279898,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
9,-1.37059024249,-0.873632675284,-0.916714305538,-0.757355846432,-1.11576252662,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
10,-1.03419330072,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
11,-1.37059024249,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.360460486273,-0.358333290464,-0.770164189643,-0.409205600226
12,-0.361399417175,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
13,-0.361399417175,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
14,0.311394466371,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
15,-0.697796358948,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
16,-1.37059024249,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
17,-0.697796358948,-0.563690279898,-0.916714305538,-0.757355846432,-1.11576252662,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
18,-0.025002475402,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
19,-1.03419330072,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
20,-1.37059024249,-0.873632675284,-0.277246667425,-0.757355846432,-0.69034512703,-0.876732924676,-1.14498338177,-0.770164189643,-0.409205600226
21,-0.697796358948,-0.873632675284,-0.916714305538,-0.757355846432,-1.11576252662,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
22,-1.03419330072,-0.873632675284,-0.916714305538,-0.757355846432,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
23,-1.03419330072,-0.873632675284,-0.916714305538,-0.428971084893,-0.69034512703,-0.876732924676,-0.358333290464,-0.770164189643,-0.409205600226
24,-0.697796358948,-0.873632675284,-0.596980486482,-0.757355846432,-0.69034512703,-0.876732924676,-0.751658336116,-0.770164189643,-0.409205600226
